"ADDRESS","BOROUGH","BIN","ZIP","CD","HPD_VIOLATIONS","DOB_VIOLATIONS","TOTAL_VIOLATIONS","DWELLING_UNITS","VIO_UNITS_RATIO"
"1355 DECATUR STREET","Brooklyn","3393226","11237","304","33","3","36","3","12"
"323 HOPKINSON AVENUE","Brooklyn","3393268","11233","316","9","0","9","3","3"
"313 HOPKINSON AVENUE","Brooklyn","3393271","11233","316","27","0","27","3","9"
"507 HOWARD AVENUE","Brooklyn","3393519","11233","316","14","0","14","3","4.7"
"19 EAST   51 STREET","Brooklyn","3393782","11203","317","14","0","14","3","4.7"
"353 DE WITT AVENUE","Brooklyn","3393970","11207","305","9","0","9","3","3"
"794A LOGAN STREET","Brooklyn","3394235","11208","305","10","0","10","3","3.3"
"1357 DECATUR STREET","Brooklyn","3396016","11237","304","16","6","22","3","7.3"
"403 ST MARK'S AVENUE","Brooklyn","3396273","11238","308","9","0","9","3","3"
"409 ST MARK'S AVENUE","Brooklyn","3396274","11238","308","51","0","51","3","17"
"401 ST MARK'S AVENUE","Brooklyn","3396276","11238","308","10","0","10","3","3.3"
"411 ST MARK'S AVENUE","Brooklyn","3396277","11238","308","49","0","49","3","16.3"
"92 TROY AVENUE","Brooklyn","3396444","11213","308","12","0","12","3","4"
"174 SKILLMAN AVENUE","Brooklyn","3396783","11211","301","24","0","24","3","8"
"70 CLERMONT AVENUE","Brooklyn","3396813","11205","302","0","10","10","3","3.3"
"146 JEFFERSON STREET","Brooklyn","3396907","11206","304","34","0","34","8","4.3"
"209 EAST   55 STREET","Brooklyn","3397925","11203","317","156","7","163","5","32.6"
"766 HERKIMER STREET","Brooklyn","3398127","11233","303","17","0","17","3","5.7"
"396 LEFFERTS AVENUE","Brooklyn","3398258","11225","309","12","1","13","4","3.3"
"1593 PARK PLACE","Brooklyn","3399222","11233","308","24","0","24","4","6"
"183 CHAUNCEY STREET","Brooklyn","3399513","11233","303","21","0","21","3","7"
"249 CLEVELAND STREET","Brooklyn","3401647","11208","305","10","0","10","3","3.3"
"1124 LORING AVENUE","Brooklyn","3405301","11208","305","11","0","11","3","3.7"
"1465 ST MARKS AVENUE","Brooklyn","3406603","11233","316","9","0","9","3","3"
"1346 MYRTLE AVENUE","Brooklyn","3413707","11221","304","23","0","23","3","7.7"
"343 KNICKERBOCKER AVENUE","Brooklyn","3418132","11237","304","24","0","24","4","6"
"1660 BROADWAY","Brooklyn","3418399","11207","316","25","3","28","3","9.3"
"730 FLATBUSH AVENUE","Brooklyn","3421352","11226","314","81","1","82","6","13.7"
"66 BUFFALO AVENUE","Brooklyn","3421632","11233","308","33","0","33","3","11"
"509 EAST   56 STREET","Brooklyn","3423160","11203","317","43","12","55","3","18.3"
"313 52 STREET","Brooklyn","3424574","11220","307","101","7","108","12","9"
"187 JOHNSON AVENUE","Brooklyn","3424877","11206","301","40","0","40","8","5"
"277 MILFORD STREET","Brooklyn","3426592","11208","305","21","0","21","6","3.5"
"795 FOUNTAIN AVENUE","Brooklyn","3427153","11208","305","23","0","23","3","7.7"
"1742 NOSTRAND AVENUE","Brooklyn","3427282","11226","317","27","0","27","4","6.8"
"1740 NOSTRAND AVENUE","Brooklyn","3427283","11226","317","104","1","105","4","26.3"
"1744 NOSTRAND AVENUE","Brooklyn","3427284","11226","317","33","0","33","4","8.3"
"668 SNEDIKER AVENUE","Brooklyn","3428515","11207","305","13","1","14","3","4.7"
"2077 NOSTRAND AVENUE","Brooklyn","3429713","11210","317","3","9","12","4","3"
"10-32 49 AVENUE","Queens","4000237","11101","402","49","5","54","6","9"
"11-21 47 ROAD","Queens","4000490","11101","402","155","0","155","6","25.8"
"39-88 49 STREET","Queens","4001129","11104","402","166","6","172","75","2.3"
"48-04 SKILLMAN AVENUE","Queens","4001196","11104","402","80","0","80","4","20"
"43-39 42 STREET","Queens","4001945","11104","402","50","1","51","17","3"
"47-19 44 STREET","Queens","4002073","11377","402","18","0","18","6","3"
"45-31 41 STREET","Queens","4002529","11104","402","19","0","19","6","3.2"
"45-55 40 STREET","Queens","4002549","11104","402","19","0","19","6","3.2"
"45-34 40 STREET","Queens","4002605","11104","402","38","0","38","6","6.3"
"45-24 39 PLACE","Queens","4002630","11104","402","37","0","37","10","3.7"
"45-26 39 PLACE","Queens","4002631","11104","402","30","0","30","10","3"
"50-14 41 STREET","Queens","4002959","11104","402","13","0","13","3","4.3"
"34-20 BRADLEY AVENUE","Queens","4003608","11101","402","16","0","16","4","4"
"34-19 9 STREET","Queens","4003853","11106","401","99","1","100","4","25"
"35-31 CRESCENT STREET","Queens","4004009","11106","401","27","0","27","6","4.5"
"35-49 CRESCENT STREET","Queens","4004016","11106","401","36","0","36","6","6"
"36-01 VERNON BOULEVARD","Queens","4004340","11106","401","42","0","42","7","6"
"40-29 23 STREET","Queens","4004934","11101","401","73","1","74","8","9.3"
"13-09 40 AVENUE","Queens","4005321","11101","401","52","0","52","6","8.7"
"11-44 WELLING COURT","Queens","4005530","11102","401","24","0","24","7","3.4"
"31-25 14 STREET","Queens","4005856","11106","401","21","0","21","3","7"
"14-26 30 DRIVE","Queens","4005928","11102","401","32","0","32","5","6.4"
"14-16 30 ROAD","Queens","4005973","11102","401","42","0","42","6","7"
"27-24 21 STREET","Queens","4006095","11102","401","83","6","89","27","3.3"
"14-15 ASTORIA BOULEVARD","Queens","4006111","11102","401","11","0","11","3","3.7"
"23-35 29 AVENUE","Queens","4006216","11102","401","146","12","158","19","8.3"
"23-24 28 AVENUE","Queens","4006222","11102","401","29","0","29","6","4.8"
"34-30 28 STREET","Queens","4007278","11106","401","29","0","29","6","4.8"
"30-42 30 STREET","Queens","4007628","11102","401","36","0","36","8","4.5"
"36-30 31 STREET","Queens","4007874","11106","401","35","1","36","8","4.5"
"36-23 30 STREET","Queens","4007879","11106","401","26","0","26","6","4.3"
"35-23 30 STREET","Queens","4007978","11106","401","11","0","11","3","3.7"
"35-40 31 STREET","Queens","4007993","11106","401","24","0","24","5","4.8"
"35-16 34 STREET","Queens","4008101","11106","401","261","0","261","70","3.7"
"34-34 32 STREET","Queens","4008170","11106","401","14","1","15","4","3.8"
"30-33 31 STREET","Queens","4008480","11102","401","9","0","9","3","3"
"30-16 32 STREET","Queens","4008490","11102","401","9","0","9","3","3"
"25-18 33 STREET","Queens","4008708","11102","401","20","0","20","6","3.3"
"25-27 32 STREET","Queens","4008734","11102","401","15","0","15","5","3"
"31-02 35 STREET","Queens","4008969","11106","401","68","0","68","6","11.3"
"28-52 35 STREET","Queens","4009175","11103","401","62","0","62","6","10.3"
"25-29 34 STREET","Queens","4009353","11103","401","36","0","36","6","6"
"25-92 36 STREET","Queens","4009463","11103","401","14","0","14","3","4.7"
"31-11 35 STREET","Queens","4009796","11106","401","18","0","18","6","3"
"25-70 37 STREET","Queens","4010122","11103","401","58","0","58","16","3.6"
"25-87 38 STREET","Queens","4010240","11103","401","52","3","55","3","18.3"
"25-85 38 STREET","Queens","4010241","11103","401","35","0","35","3","11.7"
"28-34 41 STREET","Queens","4010800","11103","401","10","0","10","3","3.3"
"28-25 41 STREET","Queens","4010816","11103","401","10","0","10","3","3.3"
"34-56 42 STREET","Queens","4010945","11101","401","18","0","18","6","3"
"31-19 41 STREET","Queens","4011186","11103","401","15","0","15","4","3.8"
"30-83 43 STREET","Queens","4011969","11103","401","0","9","9","3","3"
"25-85 43 STREET","Queens","4012230","11103","401","6","4","10","3","3.3"
"34-17 43 STREET","Queens","4012306","11101","401","26","1","27","6","4.5"
"34-01 44 STREET","Queens","4012330","11101","401","89","7","96","48","2"
"32-28 48 STREET","Queens","4013138","11103","401","57","0","57","6","9.5"
"32-40 48 STREET","Queens","4013143","11103","401","19","2","21","6","3.5"
"22-36 41 STREET","Queens","4015391","11105","401","18","0","18","4","4.5"
"40-15 23 AVENUE","Queens","4015406","11105","401","25","2","27","3","9"
"41-20 20 AVENUE","Queens","4015564","11105","401","27","0","27","4","6.8"
"35-19 DITMARS BOULEVARD","Queens","4016611","11105","401","30","0","30","4","7.5"
"22-72 35 STREET","Queens","4017038","11105","401","51","0","51","6","8.5"
"23-81 32 STREET","Queens","4017216","11105","401","0","9","9","3","3"
"24-49 27 STREET","Queens","4017935","11102","401","36","3","39","9","4.3"
"24-35 27 STREET","Queens","4017938","11102","401","20","9","29","9","3.2"
"26-05 24 AVENUE","Queens","4018087","11102","401","21","0","21","6","3.5"
"22-69 27 STREET","Queens","4018162","11105","401","22","0","22","6","3.7"
"25-18 23 AVENUE","Queens","4018755","11105","401","12","0","12","3","4"
"18-21 DITMARS BOULEVARD","Queens","4020339","11105","401","32","0","32","6","5.3"
"25-58 18 STREET","Queens","4020442","11102","401","59","3","62","7","8.9"
"25-45 14 PLACE","Queens","4020448","11102","401","11","0","11","3","3.7"
"4-35 27 AVENUE","Queens","4020653","11102","401","26","0","26","6","4.3"
"24-48 82 STREET","Queens","4022890","11370","403","12","0","12","3","4"
"23-17 93 STREET","Queens","4023672","11369","403","29","0","29","3","9.7"
"80-01 32 AVENUE","Queens","4025822","11370","403","14","0","14","3","4.7"
"32-35 61 STREET","Queens","4026192","11377","401","12","0","12","3","4"
"78-10 32 AVENUE","Queens","4026759","11370","403","19","0","19","3","6.3"
"80-02 32 AVENUE","Queens","4026866","11370","403","18","0","18","3","6"
"34-26 62 STREET","Queens","4027160","11377","402","14","0","14","3","4.7"
"64-17 35 AVENUE","Queens","4027230","11377","402","26","0","26","3","8.7"
"53-17 SKILLMAN AVENUE","Queens","4028433","11377","402","27","0","27","6","4.5"
"40-08 57 STREET","Queens","4028465","11377","402","57","26","83","5","16.6"
"71-10 34 AVENUE","Queens","4028827","11372","403","21","0","21","6","3.5"
"34-14 73 STREET","Queens","4028890","11372","403","9","0","9","3","3"
"34-57 72 STREET","Queens","4028911","11372","403","124","0","124","36","3.4"
"71-11 37 AVENUE","Queens","4029505","11372","403","113","4","117","53","2.2"
"35-23 72 STREET","Queens","4029551","11372","403","18","0","18","6","3"
"37-50 76 STREET","Queens","4029860","11372","403","135","0","135","60","2.3"
"37-54 77 STREET","Queens","4029879","11372","403","28","0","28","6","4.7"
"37-58 79 STREET","Queens","4029938","11372","403","68","1","69","3","23"
"37-02 81 STREET","Queens","4029987","11372","403","311","0","311","39","8"
"39-39 65 STREET","Queens","4030157","11377","402","24","0","24","6","4"
"39-11 65 PLACE","Queens","4030206","11377","402","23","0","23","6","3.8"
"41-31 71 STREET","Queens","4030627","11377","402","33","0","33","3","11"
"41-24 52 STREET","Queens","4030743","11377","402","27","0","27","6","4.5"
"41-02 53 STREET","Queens","4030786","11377","402","130","1","131","7","18.7"
"41-10 53 STREET","Queens","4030789","11377","402","24","0","24","6","4"
"41-26 53 STREET","Queens","4030796","11377","402","33","0","33","6","5.5"
"41-29 53 STREET","Queens","4030809","11377","402","58","0","58","6","9.7"
"58-43 44 AVENUE","Queens","4031347","11377","402","0","9","9","3","3"
"58-44 43 AVENUE","Queens","4031383","11377","402","90","0","90","6","15"
"94-20 ASTORIA BOULEVARD","Queens","4032886","11369","403","149","0","149","38","3.9"
"30-53 82 STREET","Queens","4033091","11370","403","24","0","24","6","4"
"31-30 89 STREET","Queens","4033959","11369","403","9","0","9","3","3"
"33-53 82 STREET","Queens","4035144","11372","403","350","2","352","29","12.1"
"33-17 82 STREET","Queens","4035147","11372","403","53","0","53","11","4.8"
"34-22 92 STREET","Queens","4035718","11372","403","11","0","11","3","3.7"
"83-01 37 AVENUE","Queens","4035828","11372","403","489","9","498","110","4.5"
"35-64 93 STREET","Queens","4036097","11372","403","77","0","77","3","25.7"
"37-37 88 STREET","Queens","4036308","11372","403","151","0","151","60","2.5"
"37-23 89 STREET","Queens","4036343","11372","403","16","0","16","4","4"
"37-24 93 STREET","Queens","4036436","11372","403","7","15","22","3","7.3"
"75-23 BROADWAY","Queens","4036741","11373","404","69","0","69","7","9.9"
"81-38 BAXTER AVENUE","Queens","4037185","11373","404","36","0","36","6","6"
"42-41 KETCHAM STREET","Queens","4037271","11373","404","9","1","10","3","3.3"
"83-40 BRITTON AVENUE","Queens","4037494","11373","404","203","1","204","69","3"
"75-06 WOODSIDE AVENUE","Queens","4037687","11373","404","158","0","158","74","2.1"
"81-02 45 AVENUE","Queens","4038368","11373","404","9","2","11","3","3.7"
"40-26 BENHAM STREET","Queens","4038793","11373","404","112","1","113","3","37.7"
"40-34 ASKE STREET","Queens","4039069","11373","404","15","0","15","3","5"
"42-01 GLEANE STREET","Queens","4039211","11373","404","27","0","27","3","9"
"94-01 40 DRIVE","Queens","4039623","11373","404","14","0","14","3","4.7"
"40-69 JUNCTION BOULEVARD","Queens","4040203","11368","404","34","0","34","4","8.5"
"40-57 JUNCTION BOULEVARD","Queens","4040209","11368","404","84","3","87","4","21.8"
"40-19 99 STREET","Queens","4040293","11368","404","71","0","71","21","3.4"
"97-17 43 AVENUE","Queens","4040456","11368","404","15","0","15","3","5"
"25-19 CURTIS STREET","Queens","4041195","11369","403","11","0","11","3","3.7"
"101-04 32 AVENUE","Queens","4041950","11369","403","15","0","15","5","3"
"107-13 NORTHERN BOULEVARD","Queens","4042211","11368","403","13","1","14","3","4.7"
"33-44 98 STREET","Queens","4042425","11368","403","20","1","21","4","5.3"
"100-13 34 AVENUE","Queens","4042526","11368","403","9","0","9","3","3"
"33-36 102 STREET","Queens","4042555","11368","403","41","0","41","6","6.8"
"105-16 NORTHERN BOULEVARD","Queens","4042688","11368","403","0","18","18","3","6"
"34-13 99 STREET","Queens","4043013","11368","403","21","2","23","3","7.7"
"99-07 37 AVENUE","Queens","4043212","11368","403","33","0","33","3","11"
"35-35 100 STREET","Queens","4043261","11368","403","21","0","21","3","7"
"106-08 34 AVENUE","Queens","4043474","11368","403","28","0","28","6","4.7"
"34-11 107 STREET","Queens","4043564","11368","403","24","0","24","3","8"
"34-05 108 STREET","Queens","4043565","11368","403","55","4","59","6","9.8"
"37-52 104 STREET","Queens","4044305","11368","403","21","0","21","3","7"
"101-14 39 AVENUE","Queens","4044353","11368","403","22","0","22","7","3.1"
"105-04 37 AVENUE","Queens","4044412","11368","403","20","0","20","6","3.3"
"104-32 38 AVENUE","Queens","4044557","11368","403","18","0","18","6","3"
"37-17 108 STREET","Queens","4044688","11368","403","30","9","39","7","5.6"
"108-60 38 AVENUE","Queens","4044766","11368","403","23","0","23","4","5.8"
"108-62 38 AVENUE","Queens","4044767","11368","403","14","0","14","4","3.5"
"108-51 39 AVENUE","Queens","4044788","11368","403","28","0","28","4","7"
"39-06 114 STREET","Queens","4044993","11368","403","220","0","220","70","3.1"
"87-01 51 AVENUE","Queens","4045197","11373","404","129","8","137","4","34.3"
"90-11 53 AVENUE","Queens","4045842","11373","404","26","1","27","3","9"
"54-37 101 STREET","Queens","4047640","11368","404","25","0","25","5","5"
"54-13 101 STREET","Queens","4047646","11368","404","17","0","17","3","5.7"
"104-03 MARTENSE AVENUE","Queens","4047886","11368","404","15","0","15","3","5"
"104-08 MARTENSE AVENUE","Queens","4048120","11368","404","20","2","22","3","7.3"
"57-40 WALDRON STREET","Queens","4048311","11368","404","11","1","12","3","4"
"57-31 108 STREET","Queens","4048357","11368","404","48","0","48","5","9.6"
"40-15 102 STREET","Queens","4048548","11368","404","86","0","86","6","14.3"
"102-14 46 AVENUE","Queens","4048662","11368","404","14","0","14","3","4.7"
"102-43 CORONA AVENUE","Queens","4048752","11368","404","89","0","89","41","2.2"
"104-44 42 AVENUE","Queens","4048859","11368","404","28","0","28","4","7"
"108-39 42 AVENUE","Queens","4049271","11368","404","15","0","15","5","3"
"42-04 111 STREET","Queens","4049310","11368","404","97","0","97","7","13.9"
"43-11 108 STREET","Queens","4049391","11368","404","12","0","12","4","3"
"108-68 45 AVENUE","Queens","4049419","11368","404","11","0","11","3","3.7"
"108-20 48 AVENUE","Queens","4049517","11368","404","200","1","201","6","33.5"
"108-66 48 AVENUE","Queens","4049534","11368","404","23","0","23","3","7.7"
"108-03 51 AVENUE","Queens","4049656","11368","404","21","0","21","5","4.2"
"108-37 52 AVENUE","Queens","4049703","11368","404","20","1","21","3","7"
"102-50 67 ROAD","Queens","4051264","11375","406","9","0","9","3","3"
"62-63 110 STREET","Queens","4051944","11375","406","35","0","35","4","8.8"
"63-69 110 STREET","Queens","4052072","11375","406","27","0","27","4","6.8"
"63-61 110 STREET","Queens","4052074","11375","406","40","0","40","6","6.7"
"75-34 GRAND CENTRL PARKWAY","Queens","4052772","11375","406","18","0","18","3","6"
"75-36 113 PLACE","Queens","4052773","11375","406","11","0","11","3","3.7"
"47-47 46 STREET","Queens","4052871","11377","402","45","0","45","6","7.5"
"46-15 48 AVENUE","Queens","4052879","11377","402","17","0","17","5","3.4"
"46-05 48 AVENUE","Queens","4052883","11377","402","21","2","23","5","4.6"
"45-15 50 AVENUE","Queens","4053043","11377","402","48","0","48","9","5.3"
"51-20 CODWISE PLACE","Queens","4057123","11373","404","36","0","36","3","12"
"53-02 74 STREET","Queens","4058022","11373","405","9","0","9","3","3"
"60-24 54 PLACE","Queens","4059192","11378","405","33","0","33","4","8.3"
"60-58 55 STREET","Queens","4059273","11378","405","83","4","87","4","21.8"
"60-76 55 STREET","Queens","4059278","11378","405","7","2","9","3","3"
"56-30 61 STREET","Queens","4060401","11378","405","220","0","220","5","44"
"60-27 56 DRIVE","Queens","4060411","11378","405","13","0","13","3","4.3"
"72-38 CALDWELL AVENUE","Queens","4063850","11378","405","9","0","9","3","3"
"63-36 WOODHAVEN BOULEVARD","Queens","4069615","11374","405","50","2","52","3","17.3"
"84-53 DANA COURT","Queens","4069616","11379","405","279","43","322","37","8.7"
"73-19 METROPOLITAN AVENUE","Queens","4071501","11379","405","31","0","31","4","7.8"
"65-75 BOOTH STREET","Queens","4072173","11374","406","18","0","18","3","6"
"63-86 WETHEROLE STREET","Queens","4072465","11374","406","0","17","17","3","5.7"
"63-101 ALDERTON STREET","Queens","4072918","11374","406","18","0","18","3","6"
"83-16 LEFFERTS BOULEVARD","Queens","4079393","11415","409","114","0","114","36","3.2"
"118-65 METROPOLITAN AVENUE","Queens","4079514","11415","409","132","1","133","53","2.5"
"81-74 LEFFERTS BOULEVARD","Queens","4079570","11415","409","20","0","20","6","3.3"
"55-40 METROPOLITAN AVENUE","Queens","4080239","11385","405","16","0","16","4","4"
"2207 HARMAN STREET","Queens","4080248","11385","405","62","0","62","12","5.2"
"20-35 HIMROD STREET","Queens","4080468","11385","405","42","0","42","4","10.5"
"502 GRANDVIEW AVE","Queens","4080578","11385","405","14","0","14","3","4.7"
"18-79 TROUTMAN STREET","Queens","4080980","11385","405","18","9","27","6","4.5"
"17-08 STANHOPE STREET","Queens","4081840","11385","405","10","0","10","3","3.3"
"1818 HARMAN STREET","Queens","4081912","11385","405","32","0","32","6","5.3"
"1715 GREENE AVENUE","Queens","4081984","11385","405","38","0","38","6","6.3"
"17-25 MENAHAN STREET","Queens","4082096","11385","405","38","0","38","6","6.3"
"17-21 MENAHAN STREET","Queens","4082098","11385","405","24","0","24","6","4"
